ID,1stChoice,2nd Choice,3rd Choice,4th Choice,5th Choice ,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
000801-00-0326,C15,C13,C03,C04,C16,C12,C18,,,,,,,,,,,
000801-00-0328,C15,C10,C05,C03,C04,C12,C13,C16,C17,,,,,,,,,
000801-00-0330,C10,C15,C16,C04,C12,C05,C03,C17,C07,,,,,,,,,
000801-00-0332,C04,C03,,,,,,,,,,,,,,,,
000801-00-0335,C16,C03,C04,C05,C12,C13,C14,C17,C18,C06,C07,C08,C09,C10,C11,C15,C01,C02
000801-00-0336,C04,C16,C12,C05,C09,C14,C03,,,,,,,,,,,
000801-00-0339,C05,C06,C03,C04,,,,,,,,,,,,,,
000801-00-0340,C04,C03,C18,C13,,,,,,,,,,,,,,
000801-00-0342,C10,,,,,,,,,,,,,,,,,
000801-00-0345,C04,C12,C13,C16,C01,C17,C03,,,,,,,,,,,
000801-00-0347,C13,C04,C03,C12,C10,,,,,,,,,,,,,
000801-00-0349,C13,C04,C03,C16,C12,,,,,,,,,,,,,
000801-00-0350,C17,,,,,,,,,,,,,,,,,
000801-00-0353,C03,C04,C05,C13,C14,C09,C18,C17,,,,,,,,,,
000801-00-0356,C15,C10,,,,,,,,,,,,,,,,
000801-00-0357,C04,C13,C15,C05,C12,,,,,,,,,,,,,
000801-00-0358,C06,,,,,,,,,,,,,,,,,
000801-00-0360,C06,,,,,,,,,,,,,,,,,
000801-00-0363,C04,C16,C13,C14,C03,C12,C09,,,,,,,,,,,
000801-00-0365,C04,C17,C13,C03,C12,,,,,,,,,,,,,
000801-00-0366,C12,C05,C17,C18,C13,,,,,,,,,,,,,
000801-00-0369,C14,C16,C17,C01,C05,C09,C13,,,,,,,,,,,
000801-00-0371,C13,C06,C15,,,,,,,,,,,,,,,
000801-00-0372,C03,,,,,,,,,,,,,,,,,
000801-00-0375,C10,C13,C04,C03,,,,,,,,,,,,,,
000801-00-0377,C04,C16,C03,C12,C14,C17,,,,,,,,,,,,
000801-00-0378,C10,C15,C16,C04,C03,C12,,,,,,,,,,,,
000801-00-0380,C04,C16,C03,C13,C14,C17,,,,,,,,,,,,
000801-00-0384,C13,C04,C03,C17,C15,C05,C07,,,,,,,,,,,
000801-00-0385,C13,C03,C04,C16,C05,C12,,,,,,,,,,,,
000801-00-0386,C04,C13,C06,,,,,,,,,,,,,,,
000801-00-0389,C16,C04,C14,C03,C17,,,,,,,,,,,,,
000801-00-0391,C04,C16,C13,C03,C05,,,,,,,,,,,,,
000801-00-0392,C13,C15,C03,C04,,,,,,,,,,,,,,
000801-00-0395,C13,C17,C15,C04,C05,C03,C14,C12,C16,,,,,,,,,
000801-00-0397,C15,C06,C04,C13,C16,C03,C10,,,,,,,,,,,
000801-00-0398,C10,C15,C03,,,,,,,,,,,,,,,
000801-00-0400,C04,C05,C14,,,,,,,,,,,,,,,
000801-00-0403,C13,C04,C05,C03,C12,C18,C17,C15,C14,C16,,,,,,,,
000801-00-0404,C08,C09,C12,C17,,,,,,,,,,,,,,
000801-00-0406,C16,C04,C18,C05,C17,C13,C14,C03,,,,,,,,,,
000801-00-0408,C17,C05,C04,C14,C12,,,,,,,,,,,,,
000801-00-0411,C13,C15,C10,C16,C03,C05,C12,C04,C17,C14,,,,,,,,
000801-00-0412,C05,C17,C12,C18,,,,,,,,,,,,,,
000801-00-0414,C03,C18,C06,,,,,,,,,,,,,,,
000801-00-0416,C13,C17,C03,,,,,,,,,,,,,,,
000801-00-0419,C04,C13,,,,,,,,,,,,,,,,
000801-00-0420,C04,C14,C06,,,,,,,,,,,,,,,
000801-00-0422,C16,C03,C04,,,,,,,,,,,,,,,
000801-00-0424,C03,C13,C12,C16,C18,C01,,,,,,,,,,,,
000801-00-0427,C03,C13,C15,C10,C06,C16,C04,,,,,,,,,,,
000801-00-0428,C05,C17,C04,,,,,,,,,,,,,,,
000801-00-0430,C03,C13,C15,C10,C06,C16,C04,,,,,,,,,,,
000801-00-0432,C03,C16,C04,C13,C12,C06,,,,,,,,,,,,
000801-00-0435,C05,C04,C03,C18,C17,C16,C14,C13,C12,,,,,,,,,
000801-00-0436,C14,C03,C04,C05,C18,C17,,,,,,,,,,,,
000801-00-0438,C03,C15,C13,C04,C06,C16,,,,,,,,,,,,
000801-00-0440,C13,C04,,,,,,,,,,,,,,,,
000801-00-0442,C04,C02,C14,C05,C16,C18,,,,,,,,,,,,
000801-00-0445,C03,C13,C16,C12,C10,C05,C04,C14,,,,,,,,,,
000801-00-0447,C17,C04,,,,,,,,,,,,,,,,
000801-00-0449,C13,C03,C04,C10,C12,,,,,,,,,,,,,
000801-00-0451,C06,C04,C16,C03,C14,C12,C13,C15,,,,,,,,,,
000801-00-0452,C08,C09,C10,C11,C15,C02,C06,C07,,,,,,,,,,
000801-00-0455,C13,C12,C05,C17,C18,C04,,,,,,,,,,,,
000801-00-0456,C12,C10,C13,,,,,,,,,,,,,,,
000801-00-0458,C10,C15,C16,C03,C04,,,,,,,,,,,,,
000801-00-0460,C13,C18,C03,C14,,,,,,,,,,,,,,
000801-00-0463,C03,C14,C06,C15,,,,,,,,,,,,,,
000801-00-0464,C07,C10,C09,C17,,,,,,,,,,,,,,
000801-00-0466,C03,C04,C15,C13,C16,C06,C11,C10,,,,,,,,,,
000801-00-0468,C04,C10,C13,,,,,,,,,,,,,,,
000801-00-0470,C03,C04,C05,C12,C13,C14,C16,C17,C18,,,,,,,,,
000801-00-0472,C04,C12,C13,C14,C16,C17,C18,C03,C05,C08,C09,C10,C11,C15,C01,C02,C06,C07
000801-00-0474,C16,C13,C04,C03,C05,C17,C10,C18,C12,C14,C07,C06,C15,C11,C01,C02,C08,C09
000801-00-0476,C04,C15,C18,C05,C16,,,,,,,,,,,,,
000801-00-0478,C03,C04,C13,C16,C12,C05,,,,,,,,,,,,
000801-00-0481,C13,C12,C14,C16,C17,C18,C03,C04,C05,C06,C07,C08,C09,,,,,
000801-00-0483,C13,C05,C15,C16,C17,,,,,,,,,,,,,
000801-00-0484,C10,C07,C18,,,,,,,,,,,,,,,
000801-00-0485,C17,C15,C10,C03,C13,C05,C12,C16,C04,,,,,,,,,
000801-00-0487,C13,C05,C15,C16,C17,,,,,,,,,,,,,
000801-00-0489,C03,C04,C17,C06,C05,C01,C11,C12,C13,C15,C18,C10,C09,C08,C07,C02,C16,C14
000801-00-0491,C04,C13,C03,C12,C16,C15,C05,C17,C10,C06,C18,,,,,,,
000801-00-0495,C04,C03,C16,,,,,,,,,,,,,,,
000801-00-0497,C03,,,,,,,,,,,,,,,,,
000801-00-0498,C16,C02,C08,C04,C05,,,,,,,,,,,,,
000801-00-0500,C07,C18,C17,,,,,,,,,,,,,,,
000801-00-0504,C05,C17,C03,C12,C13,C14,C18,C04,C10,,,,,,,,,
000801-00-0505,C05,C04,C03,C18,C17,C14,C13,C12,,,,,,,,,,
000801-00-0508,C03,C04,C14,,,,,,,,,,,,,,,
000801-00-0509,C14,C04,C07,C17,C05,C13,,,,,,,,,,,,
000801-00-0511,C04,C13,C15,C05,,,,,,,,,,,,,,
000801-00-0514,C11,C15,C04,C06,C03,,,,,,,,,,,,,
000801-00-0515,C03,C09,C10,C11,C15,C01,C02,C06,C07,C08,,,,,,,,
000801-00-0517,C13,C04,C18,C12,C05,C17,C10,,,,,,,,,,,
000801-00-0519,C10,C06,C15,C04,C03,C13,,,,,,,,,,,,
000801-00-0521,C13,C04,C12,C14,C16,,,,,,,,,,,,,
000801-00-0523,C17,C14,C13,C18,C12,C04,C05,C09,C10,,,,,,,,,
000801-00-0525,C04,,,,,,,,,,,,,,,,,
000801-00-0528,C04,C03,C13,C15,C16,C14,,,,,,,,,,,,
000801-00-0529,C17,C14,,,,,,,,,,,,,,,,
000801-00-0531,C04,,,,,,,,,,,,,,,,,
000801-00-0534,C17,C05,C01,C16,C13,,,,,,,,,,,,,
000801-00-0535,C17,C15,C14,C03,C05,C16,C13,,,,,,,,,,,
000801-00-0538,C10,C08,,,,,,,,,,,,,,,,
000801-00-0540,C15,C16,C03,C04,C13,C10,C06,C14,C11,C12,C05,C17,C07,C18,C01,C02,C08,C09
000801-00-0543,C13,C04,C05,C03,C10,C07,C16,C15,C12,,,,,,,,,
000801-00-0544,C05,C13,C04,C15,C17,C01,,,,,,,,,,,,
000801-00-0546,C05,C17,C15,C16,C12,,,,,,,,,,,,,
000801-00-0547,C14,C15,C05,C17,C03,,,,,,,,,,,,,
000801-00-0549,C04,C14,C13,,,,,,,,,,,,,,,
000801-00-0551,C15,C10,C12,C13,C03,C04,C05,C16,,,,,,,,,,
000801-00-0553,C05,C17,C14,,,,,,,,,,,,,,,
000801-00-0555,C04,C13,C03,C12,C15,C16,,,,,,,,,,,,
000801-00-0557,C13,,,,,,,,,,,,,,,,,
000801-00-0559,C06,C03,C15,C13,C12,,,,,,,,,,,,,
000801-00-0562,C05,C03,C13,,,,,,,,,,,,,,,
000801-00-0564,C12,C05,C13,C17,C04,C03,,,,,,,,,,,,
000801-00-0566,C16,C03,C13,,,,,,,,,,,,,,,
000801-00-0568,C13,C03,C12,C04,,,,,,,,,,,,,,
000801-00-0570,C13,C06,C04,C03,C16,,,,,,,,,,,,,
000801-00-0572,C03,C13,C11,,,,,,,,,,,,,,,
000801-00-0573,C13,C06,C04,,,,,,,,,,,,,,,
000801-00-0576,C13,C17,C05,C04,C03,C16,,,,,,,,,,,,
000801-00-0577,C03,C04,C05,C18,C17,C16,C14,C13,C12,C06,C08,C02,C09,C10,C11,C01,,
000801-00-0581,C13,C04,,,,,,,,,,,,,,,,
000801-00-0583,C15,C06,C16,C04,C03,C13,C10,C12,C17,,,,,,,,,
000801-00-0585,C03,C06,C08,C16,C01,C12,C14,C02,C13,C15,C09,C11,C10,C07,C05,C04,C18,C17
000801-00-0586,0),,,,,,,,,,,,,,,,,
000801-00-0587,C05,C17,C04,,,,,,,,,,,,,,,
000802-00-0001,C17,C06,C05,WI01,,,,,,,,,,,,,,
000802-00-0003,C06,C05,C14,,,,,,,,,,,,,,,
000802-00-0004,C04,C16,C03,,,,,,,,,,,,,,,
000802-00-0005,C10,C13,C05,C17,C06,C04,,,,,,,,,,,,
000802-00-0007,C07,C06,C08,C09,C10,C15,C01,C02,,,,,,,,,,
000802-00-0009,C05,C12,C16,C18,C03,,,,,,,,,,,,,
000802-00-0013,C13,C04,C03,C06,C16,C15,,,,,,,,,,,,
000802-00-0015,C03,C13,C16,C05,C15,C10,C06,C04,,,,,,,,,,
000802-00-0016,C05,C03,C13,C15,C16,C06,C10,,,,,,,,,,,
000802-00-0017,C03,C05,C04,C06,C10,C15,,,,,,,,,,,,
000802-00-0017,C10,C13,WI01,C12,C03,C16,C15,,,,,,,,,,,
000802-00-0018,C06,C13,WI01,WI02,,,,,,,,,,,,,,
000802-00-0019,0),,,,,,,,,,,,,,,,,
000802-00-0020,C13,,,,,,,,,,,,,,,,,
000802-00-0022,C13,C15,C17,C05,C03,C16,,,,,,,,,,,,
000802-00-0024,C10,C13,C17,,,,,,,,,,,,,,,
000802-00-0026,C15,C10,,,,,,,,,,,,,,,,
000802-00-0028,C10,C13,C15,C12,C14,C03,,,,,,,,,,,,
000802-00-0030,C03,C15,C10,C13,C05,C16,C12,,,,,,,,,,,
000802-00-0032,C03,C04,C16,,,,,,,,,,,,,,,
000802-00-0033,C15,C10,C03,C16,C13,C17,C05,C12,,,,,,,,,,
000802-00-0036,C05,C12,C17,C14,C18,C04,C13,C16,,,,,,,,,,
000802-00-0038,C05,C04,C03,C12,C13,C14,C16,C18,C17,,,,,,,,,
000802-00-0040,C03,C15,C10,C13,C05,C16,C12,C17,C04,,,,,,,,,
000802-00-0042,C01,C03,C17,C05,C12,C13,,,,,,,,,,,,
000802-00-0043,C13,C12,C17,C16,C14,C05,,,,,,,,,,,,
000802-00-0045,C05,C04,C03,C14,C16,,,,,,,,,,,,,
000802-00-0047,C03,C15,C16,C12,C04,,,,,,,,,,,,,
000802-00-0050,C03,C13,C16,,,,,,,,,,,,,,,
000802-00-0053,C13,C03,C12,C15,,,,,,,,,,,,,,
000802-00-0056,C13,C03,C17,,,,,,,,,,,,,,,
000802-00-0057,C03,C13,C15,C06,,,,,,,,,,,,,,
000802-00-0059,C13,C16,C03,C15,C12,C14,,,,,,,,,,,,
000802-00-0061,C06,C05,C14,C18,C04,C17,C16,,,,,,,,,,,
000802-00-0063,C13,C16,,,,,,,,,,,,,,,,
000802-00-0064,C13,C14,C03,C17,,,,,,,,,,,,,,
000802-00-0066,C05,C13,C14,C17,C18,C04,,,,,,,,,,,,
000802-00-0068,C10,,,,,,,,,,,,,,,,,
000802-00-0071,C05,C01,C04,C03,C12,C11,C08,C07,C16,C17,C18,C15,C14,C13,C10,C09,C06,C02
000802-00-0072,C03,C13,C04,,,,,,,,,,,,,,,
000802-00-0073,C13,C12,C15,C03,,,,,,,,,,,,,,
000802-00-0074,C03,C05,C06,C10,C13,,,,,,,,,,,,,
000802-00-0075,C15,C03,C07,C09,C04,C10,,,,,,,,,,,,
000802-00-0076,C10,C15,C17,C13,C09,C05,C03,,,,,,,,,,,
000802-00-0078,0)C05=C12=C13=C17,,,,,,,,,,,,,,,,,
000802-00-0083,C03,C04,C06,C13,C14,C15,C16,,,,,,,,,,,
000802-00-0087,C13,C14,C02,C03,C15,C12,,,,,,,,,,,,
000802-00-0088,C03,C04,C12,C16,C15,C14,C07,C08,C06,,,,,,,,,
000802-00-0090,C06,C13,C03,C16,C04,C15,,,,,,,,,,,,
000802-00-0092,C03,C10,C05,C13,,,,,,,,,,,,,,
000802-00-0093,C03,C04,C12,C13,C17,C10,,,,,,,,,,,,
000802-00-0096,C13,,,,,,,,,,,,,,,,,
000802-00-0097,C17,C18,C12,C13,,,,,,,,,,,,,,
000802-00-0099,C10,C17,C02,,,,,,,,,,,,,,,
000802-00-0101,C10,C03,C13,,,,,,,,,,,,,,,
000802-00-0104,C10,C13,C14,C03,C05,,,,,,,,,,,,,
000802-00-0105,C06,C15,C13,C10,C03,C04,C16,,,,,,,,,,,
000802-00-0108,C13,C12,C15,C04,,,,,,,,,,,,,,
000802-00-0109,C04,C14,C03,C16,,,,,,,,,,,,,,
000802-00-0111,C15,C16,C03,C04,C13,C14,,,,,,,,,,,,
000802-00-0113,C13,C04,C03,,,,,,,,,,,,,,,
000802-00-0116,C03,C04,C14,,,,,,,,,,,,,,,
000802-00-0117,C06,C10,C13,,,,,,,,,,,,,,,
000802-00-0120,C14,C16,C13,C17,C05,C04,C03,C18,C12,,,,,,,,,
000802-00-0122,C15,C03,C04,C12,C11,,,,,,,,,,,,,
000802-00-0125,C13,,,,,,,,,,,,,,,,,
000802-00-0126,C15,C04,C16,C03,C13,C12,C10,C17,,,,,,,,,,
000802-00-0128,C05,C04,,,,,,,,,,,,,,,,
000802-00-0130,C03,C17,,,,,,,,,,,,,,,,
000802-00-0132,C03,C17,C05,C04,C16,,,,,,,,,,,,,
000802-00-0134,C10,C05,C06,,,,,,,,,,,,,,,
000802-00-0135,C06,C14,C03,C08,,,,,,,,,,,,,,
000802-00-0138,C03,C04,C05,,,,,,,,,,,,,,,
000802-00-0140,C04,C03,C05,C16,C13,C17,C12,C14,C11,C10,C09,C07,,,,,,
000802-00-0141,C13,C04,C05,C14,C09,C17,C03,C12,C18,C16,C08,C10,,,,,,
000802-00-0143,C04,C18,C16,C17,,,,,,,,,,,,,,
000802-00-0144,C13,,,,,,,,,,,,,,,,,
000802-00-0147,C16,C04,C10,C13,,,,,,,,,,,,,,
000802-00-0148,C16,C04,C03,C05,,,,,,,,,,,,,,
000802-00-0151,C13,C03,C15,C16,,,,,,,,,,,,,,
000802-00-0152,C17,C13,C12,C14,,,,,,,,,,,,,,
000802-00-0154,C04,C05,C13,C15,C16,C03,,,,,,,,,,,,
000802-00-0158,C16,C01,C03,C04,C17,C10,C05,C06,,,,,,,,,,
000802-00-0159,C13,C10,C04,C15,C03,C17,C18,C05,C12,C14,,,,,,,,
000802-00-0161,C13,,,,,,,,,,,,,,,,,
000802-00-0163,C13,C03,C04,,,,,,,,,,,,,,,
000802-00-0165,C17,C06,,,,,,,,,,,,,,,,
000802-00-0166,C03,C13,C18,C15,C12,C06,C05,C17,C01,C14,C10,,,,,,,
000802-00-0167,C03,C13,C16,C04,,,,,,,,,,,,,,
000802-00-0170,C17,,,,,,,,,,,,,,,,,
000802-00-0171,C17,C03,C04,C01,,,,,,,,,,,,,,
000802-00-0174,C15,C10,C11,C13,C06,C03,C04,C16,,,,,,,,,,
000802-00-0175,C13,C15,C10,C03,,,,,,,,,,,,,,
000802-00-0177,C13,,,,,,,,,,,,,,,,,
000802-00-0181,C06,C13,C12,C16,C04,C03,C10,C05,C15,,,,,,,,,
000802-00-0183,C06,C13,C03,C16,C15,C04,,,,,,,,,,,,
000802-00-0185,C13,C03,C04,C12,,,,,,,,,,,,,,
000802-00-0187,C13,C04,C16,C03,C02,,,,,,,,,,,,,
000802-00-0192,C04,C06,,,,,,,,,,,,,,,,
000802-00-0193,C06,C13,C16,C04,C03,C10,C11,,,,,,,,,,,
000802-00-0194,C13,,,,,,,,,,,,,,,,,
000802-00-0196,C13,C14,C04,C12,C06,C03,C02,C18,C16,C05,C01,C07,C10,C09,C11,C15,C17,
000802-00-0198,C03,C04,C18,C17,C16,C14,C13,C12,,,,,,,,,,
000802-00-0202,C13,C05,,,,,,,,,,,,,,,,
000802-00-0203,C17,,,,,,,,,,,,,,,,,
000802-00-0204,C03,C04,C10,,,,,,,,,,,,,,,
000802-00-0206,C04,C13,C16,C03,C14,C06,,,,,,,,,,,,
000802-00-0209,C16,C03,C13,C12,C17,C14,C04,C05,,,,,,,,,,
000802-00-0212,C16,C03,C13,C12,C14,C17,C05,C18,,,,,,,,,,
000802-00-0213,C03,C15,C13,C16,C17,C04,C05,C18,C12,,,,,,,,,
000802-00-0215,C17,C16,C03,C06,C14,C05,C04,,,,,,,,,,,
000802-00-0218,C04,C07,,,,,,,,,,,,,,,,
000802-00-0220,C03,C13,C16,C15,,,,,,,,,,,,,,
000802-00-0221,C03,C04,C05,C06,C15,,,,,,,,,,,,,
000802-00-0223,C03,C13,,,,,,,,,,,,,,,,
000802-00-0225,C03,C04,C17,,,,,,,,,,,,,,,
000802-00-0226,C10,C06,C13,C03,,,,,,,,,,,,,,
000802-00-0228,C04,C13,,,,,,,,,,,,,,,,
000802-00-0231,C03,C04,C13,C16,,,,,,,,,,,,,,
000802-00-0233,C16,C04,C03,C15,C07,,,,,,,,,,,,,
000802-00-0234,C03,C04,C05,C12,C13,C14,C16,C17,C18,,,,,,,,,
000802-00-0236,C05,C17,C18,,,,,,,,,,,,,,,
000802-00-0238,C13,C04,C03,C06,C05,,,,,,,,,,,,,
000802-00-0239,C13,C04,C03,C06,C17,C14,C12,,,,,,,,,,,
000802-00-0242,C13,C14,C17,C05,C04,C03,C15,,,,,,,,,,,
000802-00-0243,C05,C17,C03,C13=C14,C16,,,,,,,,,,,,,
000802-00-0244,C03,C16,C04,C13,C10,C06,C15,C17,,,,,,,,,,
000802-00-0245,C10,C01,C15,C03,C05,C16,,,,,,,,,,,,
000802-00-0246,C05,C04,C17,C18,C09=C10,C06,C03,,,,,,,,,,,
000802-00-0247,C14,C03,C04,C12,C15,C16,C08,C07,C06,C09,C10,C13,C11,C17,C18,C01,C02,
000802-00-0248,C03,C14,C04,C18,C16,C05,C15,,,,,,,,,,,
000802-00-0251,C05,C15,C13,C17,C04,,,,,,,,,,,,,
000802-00-0253,C15,C10,C03,C13,C12,C16,C17,,,,,,,,,,,
000802-00-0254,C05,C14,C18,C17,C04,C15,C03,C12,C13,,,,,,,,,
000802-00-0256,C04,C17,,,,,,,,,,,,,,,,
000802-00-0258,C16,C03,C04,,,,,,,,,,,,,,,
000802-00-0260,C16,C03,C13,C04,,,,,,,,,,,,,,
000802-00-0261,C05,C04,,,,,,,,,,,,,,,,
000802-00-0264,C10,C16,C03,C04,C18,C05,C13,C17,C14,C08,,,,,,,,
000802-00-0266,C15,C06,C14,C16,C04,,,,,,,,,,,,,
000802-00-0267,C15,C04,C03,C10,,,,,,,,,,,,,,
000802-00-0268,C15,C04,C16,C03,,,,,,,,,,,,,,
000802-00-0270,C06,C15,C07,C08,C09,C10,C01,C02,,,,,,,,,,
000802-00-0273,C03,C13,C05,C06,C04,C17,C12,C15,,,,,,,,,,
000802-00-0274,C06,C04,C13,C14,C16,C15,C03,C17,C05,C18,,,,,,,,
000802-00-0275,C04,C03,C10,C17,C13,,,,,,,,,,,,,
000802-00-0276,C13,C14,C15,C12,C05,C03,C18,C16,C10,,,,,,,,,
000802-00-0280,C10,C13,C14,C05,C03,C17,,,,,,,,,,,,
000802-00-0281,C03,C16,C13,C06,C04,,,,,,,,,,,,,
000802-00-0284,C05,C12,C09,C13,C06,C03,,,,,,,,,,,,
000802-00-0286,C05,C18,C14,C04,C17,,,,,,,,,,,,,
000802-00-0288,C03,C16,C15,C04,C05,C13,,,,,,,,,,,,
000802-00-0290,C13,C03,C04,C16,C12,C14,,,,,,,,,,,,
000802-00-0293,C13,C04,C05,,,,,,,,,,,,,,,
000802-00-0294,C04,C13,C15,C03,C16,C06,,,,,,,,,,,,
000802-00-0296,C05,C04,C03,C17,,,,,,,,,,,,,,
000802-00-0298,C05,C18,C12,C13,C10,C17,,,,,,,,,,,,
000802-00-0299,C03,C04,C05,C06,C07,C09,,,,,,,,,,,,
000802-00-0302,C13,C03,C16,C12,,,,,,,,,,,,,,
000802-00-0303,C06,C04,C03,C14,C16,,,,,,,,,,,,,
000802-00-0305,C13,C03,C15,C10,C04,C16,C06,,,,,,,,,,,
000802-00-0307,C04,C03,,,,,,,,,,,,,,,,
000802-00-0309,C03,C04,C06,C10,C13,C15,C16,,,,,,,,,,,
000802-00-0311,C03,C04,C06,C10,C13,C15,C16,,,,,,,,,,,
000802-00-0313,C12,C14,C03,,,,,,,,,,,,,,,
000802-00-0314,C10,C13,C05,,,,,,,,,,,,,,,
000802-00-0317,C07,C09,C02,C06,C15,C10,C08,C01,C05,C17,,,,,,,,
000802-00-0319,C03,,,,,,,,,,,,,,,,,
000802-00-0320,C10,C03,,,,,,,,,,,,,,,,
000802-00-0321,C06,C03,C13,C16,C15,C10,C04,C14,C11,,,,,,,,,
000802-00-0324,C04,C03,C17,C13,C12,C05,C15,C16,,,,,,,,,,
000802-00-0325,C03,C04,C13,C10,C15,C14,C16,,,,,,,,,,,
000802-00-0328,C12,C13,C03,C05,,,,,,,,,,,,,,
000802-00-0329,C12,C05,C03,C13,,,,,,,,,,,,,,
000802-00-0332,C03,C12,C16,C13,,,,,,,,,,,,,,
000802-00-0335,C13,C03,C04,C12,C14,,,,,,,,,,,,,
000802-00-0336,C12,C15,C13,C05,C17,,,,,,,,,,,,,
000802-00-0338,C15,C06,C04,C14,C12,,,,,,,,,,,,,
000802-00-0341,C15,C03,C13,C10,C16,C12,C14,,,,,,,,,,,
000802-00-0343,C04,C13,C03,C12,C16,C06,,,,,,,,,,,,
000802-00-0345,C03,C01,C10,C06,C15,C04,C13,C16,C14,,,,,,,,,
000802-00-0347,C03,C13,C15,C16,,,,,,,,,,,,,,
000802-00-0349,C15,C10,C17,C03,C04,C05,C12,C13,C16,,,,,,,,,
000802-00-0350,C13,C03,C15,C16,,,,,,,,,,,,,,
000802-00-0352,C13,C03,,,,,,,,,,,,,,,,
000802-00-0353,C06,,,,,,,,,,,,,,,,,
000802-00-0355,C15,C12,C09,C17,C05,,,,,,,,,,,,,
000802-00-0356,C05,C03,C13,C18,,,,,,,,,,,,,,
000802-00-0358,C03,C16,C13,,,,,,,,,,,,,,,
000802-00-0360,C10,C06,C15,C02,C09,C07,C01,C08,,,,,,,,,,
000802-00-0361,C13,C03,C16,C18,C04,,,,,,,,,,,,,
000802-00-0365,C04,C03,C13,C06,C09,,,,,,,,,,,,,
000802-00-0366,C14,C13,C04,C05,,,,,,,,,,,,,,
000802-00-0367,C13,C14,C17,C02,C05,,,,,,,,,,,,,
000802-00-0368,C05,C12,C17,C18,,,,,,,,,,,,,,
000802-00-0370,C04,C10,C15,C13,C16,C06,C14,,,,,,,,,,,
000802-00-0372,C06,C03,C05,C12,C13,C17,,,,,,,,,,,,
000802-00-0373,C06,C10,C15,C17,C03,C04,,,,,,,,,,,,
000802-00-0375,C15,C12,C13,C03,C04,,,,,,,,,,,,,
000802-00-0377,C08,C10,C09,C11,C01,,,,,,,,,,,,,
000802-00-0379,C13,C17,C12,C18,,,,,,,,,,,,,,
000802-00-0381,C06,C16,C03,C04,,,,,,,,,,,,,,
000802-00-0385,C13,C17,C12,C03,C04,C14,,,,,,,,,,,,
000802-00-0386,C13,C03,C16,C17,,,,,,,,,,,,,,
000802-00-0387,C13,C17,C04,C03,,,,,,,,,,,,,,
000802-00-0388,C13,C17,C04,C03,,,,,,,,,,,,,,
000802-00-0389,C13,C03,C15,C16,,,,,,,,,,,,,,
000802-00-0392,C05,C17,C12,C14,C09,,,,,,,,,,,,,
000802-00-0394,C16,C09,C07,,,,,,,,,,,,,,,
000802-00-0395,C05,C17,C12,C14,C09,,,,,,,,,,,,,
000802-00-0396,C13,C12,C10,C15,C16,C17,C18,C01,C02,C03,,,,,,,,
000802-00-0398,C04,C13,C16,C05,C15,C03,C17,C10,,,,,,,,,,
000802-00-0400,C05,C18,C17,,,,,,,,,,,,,,,
000802-00-0401,C10,C01,C03,C14,C16,C13,,,,,,,,,,,,
000802-00-0403,C03,,,,,,,,,,,,,,,,,
000802-00-0405,C07,C04,C05,C12,C14,C13,C17,C18,,,,,,,,,,
000802-00-0406,C14,C04,C03,C17,C13,C12,C16,C18,C15,C07,C05,C11,C06,C09,C01,C08,C10,C02
000802-00-0408,C03,C04,C14,,,,,,,,,,,,,,,
000802-00-0411,C07,C15,,,,,,,,,,,,,,,,
000802-00-0412,C03,C05,C13,C06,C15,,,,,,,,,,,,,
000802-00-0415,C03,C02,C05,C09,C07,C10,C13,C14,,,,,,,,,,
000802-00-0416,C13,C04,C03,,,,,,,,,,,,,,,
000802-00-0419,C14,C15,C16,C06,C04,C03,C13,,,,,,,,,,,
000802-00-0420,C04,C05,C17,C13,C12,,,,,,,,,,,,,
000802-00-0422,C12,C13,C03,C04,C05,,,,,,,,,,,,,
000802-00-0424,C03,C04,C05,C12,,,,,,,,,,,,,,
000802-00-0426,C03,C13,,,,,,,,,,,,,,,,
000802-00-0429,C05,C17,C12,C18,C06,,,,,,,,,,,,,
000802-00-0430,C03,C15,C04,C10,C06,C13,C16,,,,,,,,,,,
000802-00-0432,C12,C14,C04,C03,C16,,,,,,,,,,,,,
000802-00-0434,C13,C04,C05,,,,,,,,,,,,,,,
000802-00-0436,C13,C16,C12,C03,C14,C17,C15,,,,,,,,,,,
000802-00-0438,C15,C09,C05,C03,C16,C12,,,,,,,,,,,,
000802-00-0440,C05,C17,C12,C18,C14,C04,C03,C13,C15,C16,C01,C02,C06,C07,C08,C09,C10,C11
000802-00-0443,C17,C14,C05,C12,C18,C13,C04,C15,C16,,,,,,,,,
000802-00-0444,C14,C10,C04,C03,,,,,,,,,,,,,,
000802-00-0445,C13,C16,C12,C03,C14,C17,C15,,,,,,,,,,,
000802-00-0446,C12,C03,C15,C07,C04,C05,C13,C17,C09,C18,,,,,,,,
000802-00-0448,C15,C05,C04,,,,,,,,,,,,,,,
000802-00-0451,C14,C18,C03,C05,C04,,,,,,,,,,,,,
000802-00-0453,C07,,,,,,,,,,,,,,,,,
000802-00-0454,C16,C03,C13,C12,C04,C17,C05,C18,,,,,,,,,,
000802-00-0456,C03,C04,C13,,,,,,,,,,,,,,,
000802-00-0457,C03,C13,C16,,,,,,,,,,,,,,,
